A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|A -> sensação
sensação -> de
de -> insegurança
sensação -> e
e -> debilidade
debilidade -> de
de -> poder
poder -> o
o -> público
insegurança -> de
de -> os
os -> Estados
Estados -> Unidos
Unidos -> de
de -> o
o -> final
final -> de
de -> o
o -> século
século -> 18
18 -> ,
, -> quando
quando -> (
( -> segundo
segundo -> versão
versão -> mais
mais -> aceita
aceita -> )
) -> a
a -> palavra
palavra -> teria
teria -> sido
sido -> inventada
inventada -> a
a -> partir
partir -> de
de -> a
a -> prática
prática -> adotada
adotada -> por
por -> um
um -> juiz
juiz -> Lynch
Lynch -> ,
, -> de
de -> condenar
condenar -> e
e -> executar
executar -> seus
seus -> adversários
adversários -> sem
sem -> o
o -> devido
devido -> processo
processo -> legal
devido -> .
. ->
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [foi]
REFINE [foi]
REFINE [foi]
REFINE [foi]
REFINE [foi]
-----------END REFINE---------
chatGPT|:|a<@>Fu<#>mais<@>calorosa<#>calorosa<@>Fu<#>.<@>foi|:|UDA:0.333<#>DDA: 0.167
GoldTree |:|Fu<@>calorosa<@>nsubj<#>foi<@>calorosa<@>cop<#>a<@>calorosa<@>det<#>mais<@>calorosa<@>advmod<#>calorosa<@>root<@>root<#>.<@>calorosa<@>punct
>--<
Beijou , abraçou duas vezes e conversou por alguns minutos com o conterrâneo presidente .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Beijou , abraçou duas vezes e conversou por alguns minutos com o conterrâneo presidente .", usando o formato (token dependente -> token cabeça).
REPLY|:|Beijou -> presidente
abracou -> Beijou
vezes -> abracou
conversou -> Beijou
por -> conversou
alguns -> minutos
minutos -> por
com -> conversou
o -> presidente
conterraneo -> presidente
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
-----------END REFINE---------
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
-----------END REFINE---------
REFINE [vezes]
REFINE [vezes]
REFINE [vezes]
REFINE [vezes]
REFINE [vezes]
REFINE [vezes]
-----------END REFINE---------
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
REFINE [abracou]
-----------END REFINE---------
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
-----------END REFINE---------
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
REFINE [Beijou]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
-----------END REFINE---------
REFINE [alguns]
REFINE [alguns]
REFINE [alguns]
REFINE [alguns]
REFINE [alguns]
REFINE [alguns]
-----------END REFINE---------
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
-----------END REFINE---------
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
REFINE [minutos]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
REFINE [com]
-----------END REFINE---------
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
REFINE [conversou]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
-----------END REFINE---------
REFINE [conterraneo]
REFINE [conterraneo]
REFINE [conterraneo]
REFINE [conterraneo]
REFINE [conterraneo]
REFINE [conterraneo]
-----------END REFINE---------
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
REFINE [presidente]
-----------END REFINE---------
chatGPT|:|abracou<@>Beijou<#>vezes<@>abracou<#>conversou<@>Beijou<#>por<@>conversou<#>alguns<@>minutos<#>minutos<@>por<#>com<@>conversou<#>o<@>presidente<#>conterraneo<@>presidente|:|UDA:0.267<#>DDA: 0.200
GoldTree |:|Beijou<@>root<@>root<#>,<@>abraçou<@>punct<#>abraçou<@>Beijou<@>conj<#>duas<@>vezes<@>nummod<#>vezes<@>abraçou<@>obl<#>e<@>conversou<@>cc<#>conversou<@>Beijou<@>conj<#>por<@>minutos<@>case<#>alguns<@>minutos<@>det<#>minutos<@>conversou<@>obl<#>com<@>presidente<@>case<#>o<@>presidente<@>det<#>conterrâneo<@>presidente<@>amod<#>presidente<@>conversou<@>obj<#>.<@>Beijou<@>punct
>--<
« Eu torci muito por você , viu ? » , disse Itamar a Fu .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "« Eu torci muito por você , viu ? » , disse Itamar a Fu .", usando o formato (token dependente -> token cabeça).
REPLY|:|Eu -> torci
torci -> muito
muito -> por
por -> você
você -> torci
torci -> viu
viu -> disse
disse -> Itamar
Itamar -> a
a -> Fu
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
-----------END REFINE---------
REFINE [muito]
REFINE [muito]
REFINE [muito]
REFINE [muito]
REFINE [muito]
-----------END REFINE---------
REFINE [muito]
REFINE [muito]
REFINE [muito]
REFINE [muito]
REFINE [muito]
REFINE [muito]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [você]
REFINE [você]
REFINE [você]
REFINE [você]
REFINE [você]
-----------END REFINE---------
REFINE [você]
REFINE [você]
REFINE [você]
REFINE [você]
REFINE [você]
REFINE [você]
-----------END REFINE---------
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
-----------END REFINE---------
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
REFINE [torci]
-----------END REFINE---------
REFINE [viu]
REFINE [viu]
REFINE [viu]
REFINE [viu]
REFINE [viu]
-----------END REFINE---------
REFINE [viu]
REFINE [viu]
REFINE [viu]
REFINE [viu]
REFINE [viu]
REFINE [viu]
-----------END REFINE---------
REFINE [disse]
REFINE [disse]
REFINE [disse]
REFINE [disse]
REFINE [disse]
-----------END REFINE---------
REFINE [disse]
REFINE [disse]
REFINE [disse]
REFINE [disse]
REFINE [disse]
REFINE [disse]
-----------END REFINE---------
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
REFINE [Fu]
-----------END REFINE---------
chatGPT|:|torci<@>muito<#>muito<@>por<#>por<@>você<#>você<@>torci<#>torci<@>viu<#>viu<@>disse<#>disse<@>Itamar<#>Itamar<@>a<#>a<@>Fu|:|UDA:0.375<#>DDA: 0.188
GoldTree |:|«<@>torci<@>punct<#>Eu<@>torci<@>nsubj<#>torci<@>disse<@>parataxis<#>muito<@>torci<@>advmod<#>por<@>você<@>case<#>você<@>torci<@>obj<#>,<@>torci<@>punct<#>viu<@>torci<@>discourse<#>?<@>torci<@>punct<#>»<@>torci<@>punct<#>,<@>torci<@>punct<#>disse<@>root<@>root<#>Itamar<@>disse<@>nsubj<#>a<@>Fu<@>case<#>Fu<@>disse<@>obj<#>.<@>disse<@>punct
>--<
Cada usuário pode importar programas até o valor de US$ 200 mil .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Cada usuário pode importar programas até o valor de US$ 200 mil .", usando o formato (token dependente -> token cabeça).
REPLY|:|- Cada -> usuário
- usuário -> pode
- pode -> importar
- importar -> programas
- programas -> até
- até -> valor
- valor -> de
- de -> US$
- US$ -> 200 mil
- 200 mil ->.
- 200 mil -> até (segundo sentido, como limite)
REFINE [- usuário]
REFINE [- usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
REFINE [usuário]
-----------END REFINE---------
REFINE [pode]
REFINE [pode]
REFINE [pode]
REFINE [pode]
REFINE [pode]
-----------END REFINE---------
REFINE [- pode]
REFINE [- pode]
REFINE [pode]
REFINE [pode]
REFINE [pode]
REFINE [pode]
-----------END REFINE---------
REFINE [importar]
REFINE [importar]
REFINE [importar]
REFINE [importar]
REFINE [importar]
-----------END REFINE---------
REFINE [- importar]
REFINE [- importar]
REFINE [importar]
REFINE [importar]
REFINE [importar]
REFINE [importar]
-----------END REFINE---------
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [- programas]
REFINE [- programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
-----------END REFINE---------
REFINE [- até]
REFINE [- até]
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
-----------END REFINE---------
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
-----------END REFINE---------
REFINE [- valor]
REFINE [- valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [- de]
REFINE [- de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [- US$]
REFINE [- US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [200 mil]
REFINE [200 mil]
REFINE [200]
REFINE [200]
REFINE [200]
-----------END REFINE---------
REFINE [- 200 mil]
REFINE [200]
REFINE [200]
REFINE [200]
REFINE [200]
REFINE [200]
-----------END REFINE---------
REFINE [- 200 mil]
REFINE [200]
REFINE [200]
REFINE [200]
REFINE [200]
REFINE [200]
-----------END REFINE---------
REFINE [até (segundo sentido, como limite)]
REFINE [até (segundo sentido, como limite)]
REFINE [até]
REFINE [até]
REFINE [até]
-----------END REFINE---------
chatGPT|:|usuário<@>pode<#>pode<@>importar<#>importar<@>programas<#>programas<@>até<#>até<@>valor<#>valor<@>de<#>de<@>US$<#>US$<@>200<#>200<@>.<#>200<@>até|:|UDA:0.462<#>DDA: 0.231
GoldTree |:|Cada<@>usuário<@>det<#>usuário<@>pode<@>nsubj<#>pode<@>root<@>root<#>importar<@>pode<@>xcomp<#>programas<@>importar<@>obj<#>até<@>valor<@>case<#>o<@>valor<@>det<#>valor<@>importar<@>obl<#>de<@>US$<@>case<#>US$<@>valor<@>nmod<#>200<@>US$<@>nummod<#>mil<@>200<@>flat<#>.<@>importar<@>punct
>--<
Os pedidos até US$ 20 mil dispensam guia de importação .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Os pedidos até US$ 20 mil dispensam guia de importação .", usando o formato (token dependente -> token cabeça).
REPLY|:|Os -> pedidos
pedidos -> dispensam
até -> dispensam
US$ -> 20
20 -> mil
mil -> dispensam
dispensam -> guia
guia -> importação
importação -> .
REFINE [pedidos]
REFINE [pedidos]
REFINE [pedidos]
REFINE [pedidos]
REFINE [pedidos]
REFINE [pedidos]
-----------END REFINE---------
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
-----------END REFINE---------
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
REFINE [até]
-----------END REFINE---------
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
-----------END REFINE---------
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [20]
REFINE [20]
REFINE [20]
REFINE [20]
REFINE [20]
-----------END REFINE---------
REFINE [20]
REFINE [20]
REFINE [20]
REFINE [20]
REFINE [20]
REFINE [20]
-----------END REFINE---------
REFINE [mil]
REFINE [mil]
REFINE [mil]
REFINE [mil]
REFINE [mil]
-----------END REFINE---------
REFINE [mil]
REFINE [mil]
REFINE [mil]
REFINE [mil]
REFINE [mil]
REFINE [mil]
-----------END REFINE---------
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
-----------END REFINE---------
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
REFINE [dispensam]
-----------END REFINE---------
REFINE [guia]
REFINE [guia]
REFINE [guia]
REFINE [guia]
REFINE [guia]
-----------END REFINE---------
REFINE [guia]
REFINE [guia]
REFINE [guia]
REFINE [guia]
REFINE [guia]
REFINE [guia]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|pedidos<@>dispensam<#>até<@>dispensam<#>US$<@>20<#>20<@>mil<#>mil<@>dispensam<#>dispensam<@>guia<#>guia<@>importação<#>importação<@>.|:|UDA:0.455<#>DDA: 0.091
GoldTree |:|Os<@>pedidos<@>det<#>pedidos<@>dispensam<@>nsubj<#>até<@>US$<@>case<#>US$<@>pedidos<@>nmod<#>20<@>US$<@>nummod<#>mil<@>20<@>flat<#>dispensam<@>root<@>root<#>guia<@>dispensam<@>obj<#>de<@>importação<@>case<#>importação<@>guia<@>nmod<#>.<@>dispensam<@>punct
>--<
Se o valor de a compra for baixo , é melhor pedir encomenda por correio normal .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Se o valor de a compra for baixo , é melhor pedir encomenda por correio normal .", usando o formato (token dependente -> token cabeça).
REPLY|:|Se -> valor
valor -> compra
compra -> baixo
baixo -> é
é -> pedir
pedir -> encomenda
encomenda -> correio
correio -> por
por -> normal
normal -> .
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
REFINE [valor]
-----------END REFINE---------
REFINE [compra]
REFINE [compra]
REFINE [compra]
REFINE [compra]
REFINE [compra]
-----------END REFINE---------
REFINE [compra]
REFINE [compra]
REFINE [compra]
REFINE [compra]
REFINE [compra]
REFINE [compra]
-----------END REFINE---------
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
-----------END REFINE---------
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
REFINE [baixo]
-----------END REFINE---------
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
REFINE [é]
-----------END REFINE---------
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
-----------END REFINE---------
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
REFINE [pedir]
-----------END REFINE---------
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
-----------END REFINE---------
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [normal]
REFINE [normal]
REFINE [normal]
REFINE [normal]
REFINE [normal]
-----------END REFINE---------
REFINE [normal]
REFINE [normal]
REFINE [normal]
REFINE [normal]
REFINE [normal]
REFINE [normal]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
chatGPT|:|valor<@>compra<#>compra<@>baixo<#>baixo<@>é<#>é<@>pedir<#>pedir<@>encomenda<#>encomenda<@>correio<#>correio<@>por<#>por<@>normal<#>normal<@>.|:|UDA:0.176<#>DDA: 0.000
GoldTree |:|Se<@>baixo<@>mark<#>o<@>valor<@>det<#>valor<@>baixo<@>nsubj<#>de<@>compra<@>case<#>a<@>compra<@>det<#>compra<@>valor<@>nmod<#>for<@>baixo<@>cop<#>baixo<@>melhor<@>advcl<#>,<@>melhor<@>punct<#>é<@>melhor<@>cop<#>melhor<@>root<@>root<#>pedir<@>melhor<@>csubj<#>encomenda<@>pedir<@>obj<#>por<@>correio<@>case<#>correio<@>pedir<@>obl<#>normal<@>correio<@>amod<#>.<@>melhor<@>punct
>--<
Por o correio expresso o frete custa próximo de US$ 50 .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Por o correio expresso o frete custa próximo de US$ 50 .", usando o formato (token dependente -> token cabeça).
REPLY|:|relações de dependência sintática na sentença "Por o correio expresso o frete custa próximo de US$ 50 ." são:

correio -> Por
expresso -> correio
frete -> o
custa -> frete
próximo -> custa
de -> próximo
US$ -> de
50 -> de
. -> custa
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [Por]
REFINE [Por]
REFINE [Por]
REFINE [Por]
REFINE [Por]
-----------END REFINE---------
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
-----------END REFINE---------
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
-----------END REFINE---------
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
chatGPT|:|<@><#>correio<@>Por<#>expresso<@>correio<#>frete<@>o<#>custa<@>frete<#>próximo<@>custa<#>de<@>próximo<#>US$<@>de<#>50<@>de<#>.<@>custa|:|UDA:0.583<#>DDA: 0.250
GoldTree |:|Por<@>correio<@>case<#>o<@>correio<@>det<#>correio<@>custa<@>obl<#>expresso<@>correio<@>amod<#>o<@>frete<@>det<#>frete<@>custa<@>nsubj<#>custa<@>root<@>root<#>próximo<@>custa<@>advmod<#>de<@>US$<@>case<#>US$<@>próximo<@>obl<#>50<@>US$<@>nummod<#>.<@>custa<@>punct
>--<
Se não quiser se aventurar por a importação direta , existem empresas , como a Brasoftware ( tel. 011/253-1588 ) que importam programas sob encomenda .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Se não quiser se aventurar por a importação direta , existem empresas , como a Brasoftware ( tel. 011/253-1588 ) que importam programas sob encomenda .", usando o formato (token dependente -> token cabeça).
REPLY|:|aventurar -> se
importação -> por
importação -> a
importação -> direta
empresas -> existem
Brasoftware -> como
Brasoftware -> a
Brasoftware -> importam
tel. -> Brasoftware
011/253-1588 -> tel.
importam -> empresas
programas -> importam
sob -> programas
encomenda -> sob
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [direta]
REFINE [direta]
REFINE [direta]
REFINE [direta]
REFINE [direta]
-----------END REFINE---------
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
-----------END REFINE---------
REFINE [existem]
REFINE [existem]
REFINE [existem]
REFINE [existem]
REFINE [existem]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [como]
REFINE [como]
REFINE [como]
REFINE [como]
REFINE [como]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
-----------END REFINE---------
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
-----------END REFINE---------
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [011/253-1588]
REFINE [011/253-1588]
REFINE [011/253-1588]
REFINE [011/253-1588]
REFINE [011/253-1588]
REFINE [011/253-1588]
-----------END REFINE---------
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
REFINE [tel.]
-----------END REFINE---------
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
-----------END REFINE---------
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
REFINE [empresas]
-----------END REFINE---------
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
REFINE [importam]
-----------END REFINE---------
REFINE [sob]
REFINE [sob]
REFINE [sob]
REFINE [sob]
REFINE [sob]
REFINE [sob]
-----------END REFINE---------
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
REFINE [encomenda]
-----------END REFINE---------
REFINE [sob]
REFINE [sob]
REFINE [sob]
REFINE [sob]
REFINE [sob]
-----------END REFINE---------
chatGPT|:|importação<@>por<#>importação<@>a<#>importação<@>direta<#>empresas<@>existem<#>Brasoftware<@>como<#>Brasoftware<@>a<#>Brasoftware<@>importam<#>tel.<@>Brasoftware<#>011/253-1588<@>tel.<#>importam<@>empresas<#>programas<@>importam<#>sob<@>programas<#>encomenda<@>sob|:|UDA:0.423<#>DDA: 0.192
GoldTree |:|Se<@>quiser<@>mark<#>não<@>quiser<@>advmod<#>quiser<@>existem<@>advcl<#>se<@>aventurar<@>expl<#>aventurar<@>quiser<@>xcomp<#>por<@>importação<@>case<#>a<@>importação<@>det<#>importação<@>aventurar<@>obl<#>direta<@>importação<@>amod<#>,<@>quiser<@>punct<#>existem<@>root<@>root<#>empresas<@>existem<@>nsubj<#>,<@>Brasoftware<@>punct<#>como<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>empresas<@>nmod<#>(<@>tel.<@>punct<#>tel.<@>Brasoftware<@>appos<#>011/253-1588<@>tel.<@>nummod<#>)<@>tel.<@>punct<#>que<@>importam<@>nsubj<#>importam<@>empresas<@>acl<#>programas<@>importam<@>obj<#>sob<@>encomenda<@>case<#>encomenda<@>programas<@>nmod<#>.<@>existem<@>punct
>--<
Segundo Ricardo Jordão , gerente de marketing de a Brasoftware , o produto -- entregue em o máximo em 15 dias -- sai por um preço similar a a importação feita por o usuário .
MESSAGE|:|.
Liste as relações de dependência sintática na sentença "Segundo Ricardo Jordão , gerente de marketing de a Brasoftware , o produto -- entregue em o máximo em 15 dias -- sai por um preço similar a a importação feita por o usuário .", usando o formato (token dependente -> token cabeça).
REPLY|:|Segundo -> Jordão
Ricardo -> Jordão
gerente -> Jordão
marketing -> Jordão
de -> marketing
a -> Brasoftware
Brasoftware -> Jordão
o -> produto
máximo -> entregue
em -> entregue
15 -> em
dias -> em
sai -> produto
por -> sai
um -> preço
similar -> preço
a -> similar
importação -> usuário
feita -> importação
por -> feita
o -> usuário
usuário -> importação
REFINE [Ricardo]
REFINE [Ricardo]
REFINE [Ricardo]
REFINE [Ricardo]
REFINE [Ricardo]
REFINE [Ricardo]
-----------END REFINE---------
REFINE [Jordão]
REFINE [Jordão]
